PID,Cond,Ch,HbO_beta,HbR_beta
KK,left,S10-D7,-4.9394626971297e-05,7.67727176442207e-06
KK,left,S9-D7,-1.86079540627989e-05,-1.31258990746394e-06
KK,left,S8-D7,-8.25780911694182e-05,3.80829123404093e-06
KK,left,S10-D8,-3.99311766948562e-05,2.46243566496581e-05
KK,left,S9-D8,-2.08661467515628e-05,-1.47294378746949e-06
KK,right,S1-D1,-1.96804909771532e-06,-1.14392558438425e-05
KK,right,S3-D1,-6.52314812610193e-05,-1.24375741179544e-05
KK,right,S2-D1,-2.85732447540451e-19,-2.43784149200238e-19
KK,right,S1-D2,4.50330489873338e-05,5.64780384144774e-06
KK,right,S3-D2,7.08443107389028e-06,2.44900578013943e-05
KK,right,S4-D2,-2.95298903018834e-06,-6.17734380433568e-06
KK,right,S4-D3,-5.62493613494424e-05,5.67525810345473e-06
KK,right,S5-D3,-5.27236170814869e-05,7.14892629120357e-06
KK,right,S3-D4,-3.62639418668352e-05,-1.50236450307133e-05
KK,right,S4-D4,-3.95407693613488e-06,-1.13698784167261e-05
KK,right,S5-D4,-8.85755114565703e-06,-2.47468834710137e-06
KK,right,S8-D5,-1.74553186022962e-05,-6.16929892886634e-06
KK,right,S6-D5,6.76547597818773e-06,1.58783140913748e-07
KK,right,S7-D5,-3.38530834585969e-19,1.46990467525309e-19
KK,right,S9-D6,6.12548395694157e-06,6.30399622126486e-06
KK,right,S8-D6,-4.81439661535588e-05,3.0873467483646e-05
KK,right,S6-D6,4.55792209728207e-06,-4.78796648900342e-06
KK,right,S10-D7,-2.5607988581231e-05,3.55199071022568e-06
KK,right,S9-D7,-9.63276059016246e-06,7.69458954950747e-07
KK,right,S8-D7,-5.93276748866071e-05,6.87712079292613e-06
KK,right,S10-D8,-3.08950256803385e-05,2.38413904817357e-05
KK,right,S9-D8,-2.31077705482249e-05,-1.38489198841972e-07
KW,left,S1-D1,5.54368225752897e-06,2.97135898465399e-06
KW,left,S3-D1,1.34508461811096e-05,7.68416193760595e-06
KW,left,S2-D1,-6.99457623646364e-20,1.15433448377305e-20
KW,left,S1-D2,3.33111050742209e-05,-4.27913218264257e-06
KW,left,S3-D2,1.48842741109324e-05,-2.6226246981947e-06
KW,left,S4-D2,3.03782665484093e-05,-2.67770021797466e-06
KW,left,S4-D3,1.93556384328332e-05,-1.57046871404291e-06
KW,left,S5-D3,6.49326253448128e-06,-7.53560768234585e-06
KW,left,S3-D4,2.47119958202809e-05,7.96891785966575e-06
KW,left,S4-D4,1.61708833640837e-05,-3.25275454852449e-06
KW,left,S5-D4,-3.77224608857641e-08,-8.32326164557614e-06
KW,left,S8-D5,-1.26951232052109e-05,5.98296258468509e-06
KW,left,S6-D5,9.34137085823306e-06,-2.54582544252337e-07
KW,left,S7-D5,-1.82717107193428e-20,-7.51237554410064e-20
KW,left,S9-D6,1.96245800342186e-05,-1.27907936625401e-06
KW,left,S8-D6,6.73753374563392e-06,1.50872629768697e-06
KW,left,S6-D6,3.25905300939629e-05,-3.52370531247659e-06
KW,left,S10-D7,1.93593157741262e-05,-5.92464844838935e-06
KW,left,S9-D7,1.53263566101657e-05,-2.59317117736196e-06
KW,left,S8-D7,1.6025030857383e-05,1.75603760722078e-06
KW,left,S10-D8,1.90413544146688e-05,-2.91768835612176e-06
KW,left,S9-D8,3.1568603209605e-06,2.80647657674035e-06
KW,right,S1-D1,1.55670739450528e-06,3.7734419232122e-06
KW,right,S3-D1,1.52258368496771e-05,1.01039498357138e-05
KW,right,S2-D1,-7.14633630618003e-20,1.33861456842867e-20
KW,right,S1-D2,3.20079782610733e-05,-4.14440634598567e-06
KW,right,S3-D2,1.21746991149134e-05,-2.5653346799407e-07
KW,right,S4-D2,2.75441788748363e-05,-1.31642600288456e-06
KW,right,S4-D3,2.27418652216695e-05,-1.67606481788645e-06
KW,right,S5-D3,5.76220706125858e-06,-6.82316794428982e-06
KW,right,S3-D4,1.80559635448079e-05,8.55144220525035e-06
KW,right,S4-D4,1.43763132948023e-05,-3.28509721170309e-06
KW,right,S5-D4,-2.34911211000025e-06,-7.15608795134713e-06
KW,right,S8-D5,-1.38465502920249e-05,7.89388884561405e-06
KW,right,S6-D5,1.28601436816649e-06,-3.27111789098335e-06
KW,right,S7-D5,-1.70414962007115e-20,-7.60212070160735e-20
KW,right,S9-D6,2.36593103506308e-05,2.17583302841431e-07
KW,right,S8-D6,4.7651065143294e-06,2.01563002546198e-06
KW,right,S6-D6,3.07401989299042e-05,-2.93843013360725e-06
KW,right,S10-D7,3.28785147593928e-05,-4.57340811411172e-06
KW,right,S9-D7,2.10660981515393e-05,-2.87618078775047e-06
KW,right,S8-D7,1.69329905775739e-05,6.06839963329002e-07
KW,right,S10-D8,3.24624431209219e-05,-1.21379808919291e-06
KW,right,S9-D8,1.33851051057966e-05,3.93210394768735e-06
MJ,left,S1-D1,0.000612715601962515,-0.000435126526423081
MJ,left,S3-D1,0.00101427898454786,-4.61286527712553e-05
MJ,left,S2-D1,-4.89956124613687e-18,1.69664732825261e-18
MJ,left,S1-D2,0.000290656138069584,-0.000328529319534891
MJ,left,S3-D2,0.000894944125255531,-4.17057148402327e-05
MJ,left,S4-D2,0.000431467315600144,-5.67793470236134e-05
MJ,left,S4-D3,-0.000139075978382612,7.64544369324434e-05
MJ,left,S5-D3,-0.000208902686768184,-4.31808544525371e-05
MJ,left,S3-D4,0.00036764192137299,-3.22978482243651e-05
MJ,left,S4-D4,0.000218311178377071,3.13608155112198e-05
MJ,left,S5-D4,-0.000171285327431651,-3.43184947664891e-05
MJ,left,S8-D5,0.000284659690134911,0.000328295728535802
MJ,left,S6-D5,0.000377330816703228,0.000210350553739792
MJ,left,S7-D5,2.64758298370344e-19,-4.25855897957662e-19
MJ,left,S9-D6,-0.000335635050697754,-0.000145696019011618
MJ,left,S8-D6,-6.15873666573589e-05,-8.01172497293183e-06
MJ,left,S6-D6,0.000597297049007152,-0.000236195381096669
MJ,left,S10-D7,0.000932867599187926,0.000238357985594027
MJ,left,S9-D7,3.3007410988373e-05,-7.50069051273282e-05
MJ,left,S8-D7,0.000357661451100287,2.38851011749387e-05
MJ,left,S10-D8,0.000375858835661126,1.08439391350138e-05
MJ,left,S9-D8,-0.000200170552623967,-3.60745761467172e-05
MJ,right,S1-D1,0.000625533314368675,-0.000423903553303427
MJ,right,S3-D1,0.00103849817063747,-4.58079347591548e-05
MJ,right,S2-D1,-5.07332400503076e-18,1.64961683222888e-18
MJ,right,S1-D2,0.000289678158130332,-0.000321891229144724
MJ,right,S3-D2,0.000908051560603994,-3.51265927478095e-05
MJ,right,S4-D2,0.000435540367238885,-6.03926390267018e-05
MJ,right,S4-D3,-0.000141724737739036,7.48202852313791e-05
MJ,right,S5-D3,-0.0002431220558207,-4.77619535613312e-05
MJ,right,S3-D4,0.000379922940945461,-1.86894723000626e-05
MJ,right,S4-D4,0.000235574648509823,3.21776760979437e-05
MJ,right,S5-D4,-0.000196522561493958,-3.37841214797412e-05
MJ,right,S8-D5,0.000288120093109974,0.000304070062160447
MJ,right,S6-D5,0.000391986766214081,0.000211638907387472
MJ,right,S7-D5,2.73309297647388e-19,-3.96895438142015e-19
MJ,right,S9-D6,-0.000325180192434954,-0.000143464062605003
MJ,right,S8-D6,-5.71134337838851e-05,-1.11069160952789e-05
MJ,right,S6-D6,0.000595777555538761,-0.000250243909414493
MJ,right,S10-D7,0.000993088947695222,0.000215068012421267
MJ,right,S9-D7,3.88466794089966e-05,-8.24417895814907e-05
MJ,right,S8-D7,0.000365668776323484,1.47157554685998e-05
MJ,right,S10-D8,0.000386993144328508,3.09215683472453e-06
MJ,right,S9-D8,-0.00021385816572634,-3.41929738840129e-05
MZ,left,S1-D1,-7.76226062583636e-06,1.3899126778884e-05
MZ,left,S3-D1,-5.52029958446317e-05,3.00262183617473e-05
MZ,left,S2-D1,-5.28992243011436e-20,5.38269270528983e-20
MZ,left,S1-D2,-2.7443770352686e-05,3.92889639728718e-06
MZ,left,S3-D2,-6.35670281302218e-05,2.09856521421596e-05
MZ,left,S4-D2,-4.01459577141919e-05,4.89404914951085e-06
MZ,left,S4-D3,-6.24841959397788e-05,4.75232977100907e-06
MZ,left,S5-D3,-5.24472594350339e-05,-9.68921952436109e-06
MZ,left,S3-D4,-6.92541843259841e-05,2.16669415687775e-05
MZ,left,S4-D4,-3.49502663154013e-05,3.91787863964719e-06
MZ,left,S5-D4,-4.6281479872235e-05,-1.95395428442694e-05
MZ,left,S8-D5,1.50112464015716e-05,1.97240151883578e-05
MZ,left,S6-D5,2.79151537000088e-05,-1.00162066384221e-05
MZ,left,S7-D5,-6.00990043528051e-21,-1.93809205312234e-20
MZ,left,S9-D6,-1.73326687953338e-05,-7.80196858336971e-06
MZ,left,S8-D6,2.80267924184553e-05,1.32203491154698e-05
MZ,left,S6-D6,2.85371331680034e-06,-3.07662521163462e-05
MZ,left,S10-D7,-3.51436709111302e-05,-5.03444709016742e-06
MZ,left,S9-D7,-1.56679446651345e-05,-5.93306770758467e-06
MZ,left,S8-D7,-1.35814314180245e-05,-1.40167019513399e-05
MZ,left,S10-D8,-8.56046680728529e-06,2.99138343298173e-06
MZ,left,S9-D8,-1.82603948743367e-05,4.78371573550152e-06
MZ,right,S1-D1,3.17718352848162e-08,1.17519821734152e-05
MZ,right,S3-D1,-4.62726159295669e-05,3.02206486906354e-05
MZ,right,S2-D1,-4.12626050019595e-20,4.96220134933144e-20
MZ,right,S1-D2,-1.50438505263639e-05,3.42260943209834e-06
MZ,right,S3-D2,-5.24669007527781e-05,2.3372741792189e-05
MZ,right,S4-D2,-3.09101039230049e-05,5.26844266836924e-06
MZ,right,S4-D3,-5.71978899926979e-05,2.23598035782132e-06
MZ,right,S5-D3,-5.30027089807595e-05,-9.02507170988283e-06
MZ,right,S3-D4,-5.45749053210419e-05,2.60132369582301e-05
MZ,right,S4-D4,-2.25253137752356e-05,2.42550799484177e-06
MZ,right,S5-D4,-4.67835983112407e-05,-1.92249634026488e-05
MZ,right,S8-D5,2.07744260219858e-05,2.11483820403582e-05
MZ,right,S6-D5,3.66460245670438e-05,-1.12333352742954e-05
MZ,right,S7-D5,-5.88284549319237e-20,-1.4470146182261e-20
MZ,right,S9-D6,-1.27335955245147e-05,-8.2419156560526e-06
MZ,right,S8-D6,3.54324327995224e-05,1.49256211373205e-05
MZ,right,S6-D6,1.95411131116421e-05,-2.95578593157326e-05
MZ,right,S10-D7,-3.22087892492379e-05,-4.73271662648903e-06
MZ,right,S9-D7,-1.45453567806948e-05,-5.26226344556349e-06
MZ,right,S8-D7,-7.34178946914912e-06,-1.19609800159652e-05
MZ,right,S10-D8,-5.98852769098383e-06,3.54353648922606e-06
MZ,right,S9-D8,-2.24816421165763e-05,7.85670580905917e-06
SG,left,S1-D1,3.64234005296752e-05,1.37508711061674e-05
SG,left,S3-D1,0.000221310358295495,4.52769401271422e-05
SG,left,S2-D1,-1.89740422047745e-19,5.33630756770209e-20
SG,left,S1-D2,6.43186283081867e-05,2.63590199871281e-05
SG,left,S3-D2,0.000162014172315733,4.53464758375253e-05
SG,left,S4-D2,2.27563643207186e-05,1.90185273929592e-05
SG,left,S4-D3,-3.20432196970612e-05,-1.16521993268704e-05
SG,left,S5-D3,-2.23641766453182e-05,-3.76030976931069e-06
SG,left,S3-D4,0.000106633686451798,4.22038830989712e-05
SG,left,S4-D4,-1.65837194627652e-06,2.70009163603126e-06
SG,left,S5-D4,-1.06643461245797e-06,-1.73749032361641e-05
SG,left,S8-D5,0.000146134385049073,3.64208602179656e-05
SG,left,S6-D5,0.000108498498208627,6.43720944256086e-05
SG,left,S7-D5,-3.52930394689292e-20,-1.07290839985545e-20
SG,left,S9-D6,-1.00633474540371e-05,-6.4684975202397e-06
SG,left,S8-D6,0.000243136423451258,2.90486700859496e-05
SG,left,S6-D6,0.000100477131202591,1.63035245848667e-05
SG,left,S10-D7,-1.15434372814993e-05,-9.04040103597549e-07
SG,left,S9-D7,-3.09727123412487e-05,-1.02033146233005e-05
SG,left,S8-D7,0.000287638948853069,8.09447518096577e-05
SG,left,S10-D8,-1.95401632436927e-05,-2.11878497724759e-06
SG,left,S9-D8,-5.63163888187756e-05,-5.64199635144234e-05
SG,right,S1-D1,3.34331566881974e-05,9.06507352926277e-06
SG,right,S3-D1,0.00019760931525557,3.46078357807844e-05
SG,right,S2-D1,-1.97883030439505e-19,5.15127120362928e-20
SG,right,S1-D2,6.62895553625205e-05,2.1067448603945e-05
SG,right,S3-D2,0.00015064147492697,3.10479810593021e-05
SG,right,S4-D2,3.56288549208823e-05,1.92104006762926e-05
SG,right,S4-D3,-2.0388961517045e-05,-9.75688588699399e-06
SG,right,S5-D3,-9.33857903402873e-06,1.02398109600719e-06
SG,right,S3-D4,0.000105997271161184,3.12213945492875e-05
SG,right,S4-D4,1.12183935962824e-05,4.10975720894898e-06
SG,right,S5-D4,1.49459047955557e-05,-1.17107359370206e-05
SG,right,S8-D5,0.000133235140218098,3.64403499391384e-05
SG,right,S6-D5,9.9130958244413e-05,5.87463372312695e-05
SG,right,S7-D5,-1.28244821704526e-19,8.26865496129198e-22
SG,right,S9-D6,-4.21369679158793e-06,-7.80150409500714e-06
SG,right,S8-D6,0.000196554169364523,2.57585118319282e-05
SG,right,S6-D6,0.000100456483146275,2.25188373965319e-05
SG,right,S10-D7,5.87606822589723e-06,3.14234219412011e-07
SG,right,S9-D7,-2.00493073568944e-05,-1.07177991735238e-05
SG,right,S8-D7,0.000229857178749803,6.35352726298311e-05
SG,right,S10-D8,6.91880164042558e-06,5.20590139394494e-07
SG,right,S9-D8,-3.05520286814579e-05,-4.57955109553983e-05
SM,left,S1-D1,-0.000346855491526918,0.000115519808301658
SM,left,S3-D1,-0.00015352678527356,7.56252195058837e-05
SM,left,S2-D1,1.08151385125053e-17,-1.6793476886775e-17
SM,left,S1-D2,-0.000106993928998376,0.000173288419981603
SM,left,S3-D2,-3.90692546761467e-05,-1.49971059583376e-05
SM,left,S4-D2,-0.000114573403794997,6.63641943946366e-05
SM,left,S4-D3,-5.8242902952228e-05,4.42094296889382e-05
SM,left,S5-D3,2.29658049228866e-05,-5.7633160732374e-05
SM,left,S3-D4,-0.000280016462955289,0.000131389402524619
SM,left,S4-D4,-0.000161449145143996,0.000138282954826878
SM,left,S5-D4,-8.50279179796909e-05,6.93155524912056e-06
SM,left,S8-D5,-0.000222276105338718,8.82467698184647e-05
SM,left,S6-D5,0.00023630083124993,1.9373049771113e-05
SM,left,S7-D5,1.95375611241121e-17,-7.41879857088017e-18
SM,left,S9-D6,-5.99087089201643e-05,2.5836290909679e-05
SM,left,S8-D6,-6.32990891852373e-05,0.000212513705800517
SM,left,S6-D6,-2.48639897136717e-05,-2.25057511547177e-05
SM,left,S10-D7,-4.88867086010148e-05,9.94315995395408e-05
SM,left,S9-D7,4.32560748080717e-05,4.87742043252541e-05
SM,left,S8-D7,7.339704042655e-05,0.000174064350024292
SM,left,S10-D8,6.49481955023872e-05,-7.65205930860345e-05
SM,left,S9-D8,3.25090427541704e-06,-0.000184402263760816
SM,right,S1-D1,-0.000359947591981852,0.000124023416790472
SM,right,S3-D1,-0.000173082308088521,7.59797958955644e-05
SM,right,S2-D1,1.08213727758343e-17,-1.69053154869893e-17
SM,right,S1-D2,-0.000114414027476104,0.000173201522904141
SM,right,S3-D2,-5.87217087289574e-05,-1.57500091885703e-05
SM,right,S4-D2,-0.00011239935315469,6.38077669351599e-05
SM,right,S4-D3,-5.14393200352835e-05,4.15932405813762e-05
SM,right,S5-D3,2.71111316420869e-05,-5.62591558621918e-05
SM,right,S3-D4,-0.000289355975194604,0.000132747922930444
SM,right,S4-D4,-0.000159383410394871,0.000132451666507168
SM,right,S5-D4,-8.20239336349865e-05,8.21506997873909e-06
SM,right,S8-D5,-0.000220553179062745,9.82374244616809e-05
SM,right,S6-D5,0.000255706944163997,2.29192813074596e-05
SM,right,S7-D5,1.958269587973e-17,-7.4130004286817e-18
SM,right,S9-D6,-5.48133805239308e-05,2.83060423645035e-05
SM,right,S8-D6,-5.11880153786631e-05,0.000228106764452871
SM,right,S6-D6,-7.80120541451299e-06,-1.82123999124757e-05
SM,right,S10-D7,-5.07841479041582e-05,9.71033668586183e-05
SM,right,S9-D7,4.757711104573e-05,5.01297936013135e-05
SM,right,S8-D7,7.99153428474519e-05,0.000181667673731352
SM,right,S10-D8,6.90744514957762e-05,-8.06025193694756e-05
SM,right,S9-D8,9.02611250905893e-06,-0.000188715301894795
