PID,Cond,Ch,HbO_beta,HbR_beta
KK,left,S6-D5,-9.30147936822004e-05,1.44991630733013e-06
KK,left,S7-D5,-1.02514700055918e-20,-2.51058026491261e-21
KK,left,S9-D6,-3.51681238369018e-06,-3.40971087015138e-06
KK,left,S8-D6,3.51954774631005e-05,1.07692090779111e-05
KK,left,S6-D6,-4.50285273251232e-05,3.44827015798939e-07
KK,left,S10-D7,-4.82578274969472e-05,-4.5506342652112e-06
KK,left,S9-D7,-4.57101940691156e-05,-1.02826369315886e-05
KK,left,S8-D7,-6.59375011432148e-05,-3.96752231331735e-07
KK,left,S10-D8,-6.30066068306021e-05,-3.15954103729112e-06
KK,left,S9-D8,-3.72861142489992e-05,-1.04275900124949e-05
KK,right,S1-D1,-2.1351383128258e-05,-6.36301147067924e-06
KK,right,S3-D1,-2.34777950657314e-05,-1.31908122558594e-05
KK,right,S2-D1,1.37687251399744e-20,2.73740702376162e-20
KK,right,S1-D2,1.70389997404807e-05,-2.09327030155603e-06
KK,right,S3-D2,3.29297621153154e-05,7.8854169996119e-06
KK,right,S4-D2,1.18920914346332e-05,1.39298251863388e-05
KK,right,S4-D3,-2.29238912875796e-06,-2.28268975737683e-07
KK,right,S5-D3,4.63501681615145e-05,-2.01407644666904e-05
KK,right,S3-D4,-1.06306714461509e-06,-7.59027600439793e-07
KK,right,S4-D4,1.24737622303927e-05,-1.0766716970486e-06
KK,right,S5-D4,6.67451604335781e-05,-9.38189301248677e-06
KK,right,S8-D5,-1.39615253401178e-05,6.27958782482919e-06
KK,right,S6-D5,2.19665736155586e-05,1.80106050365517e-05
KK,right,S7-D5,-2.08213290508784e-20,1.34455923662281e-21
KK,right,S9-D6,2.23223178818968e-05,-3.95377686440611e-06
KK,right,S8-D6,0.000166708815414965,-2.62823228604969e-06
KK,right,S6-D6,-1.13432087872292e-05,-4.46835802911329e-07
KK,right,S10-D7,-2.52730236801416e-05,-1.0067356266594e-05
KK,right,S9-D7,-1.48245972764386e-05,3.60591065509282e-06
KK,right,S8-D7,2.47865564109815e-05,9.31042519114244e-07
KK,right,S10-D8,-1.98324038204876e-05,-7.80996724171688e-06
KK,right,S9-D8,7.44841465898042e-06,-7.04714392498348e-06
KW,left,S1-D1,-7.00955797048193e-07,-4.32583726248812e-06
KW,left,S3-D1,-9.93976775875349e-06,-6.16314791751875e-06
KW,left,S2-D1,3.59840450642216e-22,6.56554198198876e-22
KW,left,S1-D2,8.35414724858042e-06,-2.24778243595027e-06
KW,left,S3-D2,5.26505919328706e-07,-8.28899830009941e-06
KW,left,S4-D2,-7.8143330829136e-06,-4.00791877152177e-06
KW,left,S4-D3,-1.2282834701536e-06,6.64543851973508e-07
KW,left,S5-D3,2.0242085836602e-06,-2.75529615540796e-06
KW,left,S3-D4,-4.02116619611546e-06,-9.47416227990363e-06
KW,left,S4-D4,3.8020507372375e-07,-3.8944048617322e-06
KW,left,S5-D4,2.42954020963328e-06,-5.04564172658443e-06
KW,left,S8-D5,2.00870436379352e-06,-2.84172793874179e-06
KW,left,S6-D5,-1.7579827337547e-05,-3.14190290575485e-06
KW,left,S7-D5,-1.40413744195079e-20,-4.45081919101883e-21
KW,left,S9-D6,2.36348452779402e-06,-4.16553611075402e-06
KW,left,S8-D6,-7.52499340567155e-07,-8.24276627150565e-06
KW,left,S6-D6,-1.56758844998368e-05,-3.94702804750858e-06
KW,left,S10-D7,-1.54468989204563e-05,-1.07712390319564e-05
KW,left,S9-D7,-3.99374132522018e-09,-5.34324904193526e-06
KW,left,S8-D7,-1.43093290041234e-05,-5.73640731191237e-06
KW,left,S10-D8,-1.68183334033453e-05,-9.65202277324585e-06
KW,left,S9-D8,-5.31338188922177e-05,-2.65447235964416e-06
KW,right,S1-D1,-7.49135821227553e-06,-4.32055745745967e-07
KW,right,S3-D1,-8.49480576451111e-06,-3.06397961294147e-06
KW,right,S2-D1,1.3520063944186e-21,3.10162995662501e-21
KW,right,S1-D2,1.99617931942106e-06,-2.31831809471873e-06
KW,right,S3-D2,-4.56645689759922e-06,-1.83667326011927e-06
KW,right,S4-D2,2.85660344876555e-06,-3.15125726025858e-06
KW,right,S4-D3,1.66450652185572e-05,2.18797271509657e-06
KW,right,S5-D3,-5.89385163988881e-06,-2.56510457927505e-06
KW,right,S3-D4,6.25340747847613e-06,-7.51975014989222e-06
KW,right,S4-D4,1.78801566092489e-05,-4.21613686058648e-06
KW,right,S5-D4,-3.15519014374429e-06,-2.12208533988821e-06
KW,right,S8-D5,-6.28290419068243e-06,-4.37432055266671e-06
KW,right,S6-D5,-4.10652191455576e-05,8.37248523080508e-06
KW,right,S7-D5,-3.53120747685313e-21,-5.61575339197942e-21
KW,right,S9-D6,2.51649207668243e-05,-3.059787501812e-06
KW,right,S8-D6,-5.50273633751542e-06,-4.34891121364949e-06
KW,right,S6-D6,-2.92807821105432e-05,-3.05438283173867e-06
KW,right,S10-D7,2.49505926342824e-05,-9.20596017698927e-06
KW,right,S9-D7,2.83349938326655e-05,-7.19521191831309e-06
KW,right,S8-D7,-5.28890212766864e-06,-6.55397051425369e-06
KW,right,S10-D8,4.36024552167611e-05,-1.68678217391467e-05
KW,right,S9-D8,1.25030688367635e-05,-3.39672895457592e-06
MJ,left,S1-D1,1.17610341660285e-06,3.78632402349725e-05
MJ,left,S3-D1,9.93868880048625e-05,-1.23361894864039e-05
MJ,left,S2-D1,-9.48408833583509e-20,-3.6424607720316e-20
MJ,left,S1-D2,1.73321065697332e-05,5.18933855679397e-07
MJ,left,S3-D2,7.59200525892084e-05,2.23747268081344e-05
MJ,left,S4-D2,2.43890236008965e-05,-3.27372640775048e-06
MJ,left,S4-D3,2.34402800803644e-05,2.03007070160373e-06
MJ,left,S5-D3,2.48324544779195e-05,-4.20762115663324e-06
MJ,left,S3-D4,1.55174302962643e-05,-2.78118422548431e-05
MJ,left,S4-D4,1.43810320858253e-05,3.70742808419845e-06
MJ,left,S5-D4,-1.25995440201005e-05,-1.44106189308909e-05
MJ,left,S8-D5,-9.63006561111474e-06,2.9524968881825e-05
MJ,left,S6-D5,-2.80345375696607e-06,4.08654638755848e-05
MJ,left,S7-D5,-4.14269437276182e-20,2.40038280564933e-20
MJ,left,S9-D6,-2.76250846480494e-05,3.40607660143115e-06
MJ,left,S8-D6,5.40190669941414e-05,5.55785173739652e-05
MJ,left,S6-D6,-2.82170170823916e-05,2.8647580350807e-05
MJ,left,S10-D7,-6.1140551934413e-05,2.53519149303518e-05
MJ,left,S9-D7,-4.23436331100979e-07,1.70697913291078e-05
MJ,left,S8-D7,8.2001293085662e-05,4.45762657643301e-05
MJ,left,S10-D8,4.49445989572811e-05,-6.6304613393035e-06
MJ,left,S9-D8,-1.55188300301236e-07,-2.65587120031317e-05
MJ,right,S1-D1,0.000143908439177209,3.91696127076692e-05
MJ,right,S3-D1,5.25094910092565e-05,4.53229063163109e-06
MJ,right,S2-D1,-7.90022824380395e-20,-2.72296024221912e-20
MJ,right,S1-D2,1.53869371774252e-05,2.73100930191866e-05
MJ,right,S3-D2,8.39314060055968e-05,2.60450375170753e-05
MJ,right,S4-D2,-2.12891484987136e-06,-3.6263871307342e-06
MJ,right,S4-D3,-8.19873726200949e-06,-1.60368376258154e-05
MJ,right,S5-D3,-8.90809323039558e-06,-1.91483275771842e-05
MJ,right,S3-D4,8.44290693720501e-05,3.48648099734159e-07
MJ,right,S4-D4,1.77586719843499e-05,-7.86661507146051e-06
MJ,right,S5-D4,1.54025970665575e-05,-1.16174230852528e-05
MJ,right,S8-D5,0.000105816801707831,3.2618427844467e-05
MJ,right,S6-D5,2.04471442166975e-05,8.02154529617973e-05
MJ,right,S7-D5,-4.42929467567137e-20,1.90227297237802e-20
MJ,right,S9-D6,-1.96661126210993e-05,2.03228269361719e-05
MJ,right,S8-D6,0.000100140231282234,3.15481026312431e-05
MJ,right,S6-D6,-1.33812471863934e-05,6.45118165266866e-05
MJ,right,S10-D7,-9.00066364873531e-05,0.000141222567622823
MJ,right,S9-D7,2.08256734237266e-05,-1.10828274091974e-06
MJ,right,S8-D7,0.00017414798404223,2.39102421418877e-05
MJ,right,S10-D8,2.1790393352352e-06,4.04546851188869e-05
MJ,right,S9-D8,-2.12772522526826e-05,1.2130634993574e-06
MZ,left,S1-D1,4.38491666123677e-06,5.48954499246049e-06
MZ,left,S3-D1,-1.0629118897282e-05,3.77968684384162e-06
MZ,left,S2-D1,-3.57217946481844e-21,7.39342056172339e-22
MZ,left,S1-D2,-8.46966584361945e-06,2.095992996482e-06
MZ,left,S3-D2,-2.81087155241026e-06,3.53114367626452e-06
MZ,left,S4-D2,-7.96435285909848e-06,-2.09956829272061e-06
MZ,left,S4-D3,1.31838058641576e-06,3.71756294356914e-06
MZ,left,S5-D3,-7.69156483214638e-06,2.72476821948837e-06
MZ,left,S3-D4,-1.52007940112947e-05,9.99863561110467e-06
MZ,left,S4-D4,1.81562991182219e-06,1.37828495714788e-06
MZ,left,S5-D4,-9.25609426005204e-06,2.61778168134994e-07
MZ,left,S8-D5,-1.27975530235167e-05,2.60588537791773e-06
MZ,left,S6-D5,-7.9961087656508e-06,4.55561203260634e-06
MZ,left,S7-D5,-5.04306769568447e-21,4.11737652773701e-22
MZ,left,S9-D6,-2.71541250115183e-06,1.26627215813543e-06
MZ,left,S8-D6,-2.1062478803405e-06,4.74116028725734e-06
MZ,left,S6-D6,-7.27447398032354e-06,-5.16442040778557e-06
MZ,left,S10-D7,-7.84208218732939e-07,-2.07423846792622e-06
MZ,left,S9-D7,-4.86304347362568e-07,3.5576825486766e-06
MZ,left,S8-D7,-1.05201092141188e-05,5.42451047557286e-06
MZ,left,S10-D8,-3.73620537838705e-06,1.39062363398298e-06
MZ,left,S9-D8,-2.13782959978127e-05,-7.56979956571951e-06
MZ,right,S1-D1,6.38491400484036e-06,-9.82964640996534e-07
MZ,right,S3-D1,-6.85580384727134e-06,-6.54174676441989e-06
MZ,right,S2-D1,-7.05951328623082e-21,1.96640922388041e-21
MZ,right,S1-D2,1.92992472806823e-06,-7.55793486387432e-08
MZ,right,S3-D2,-9.69787094404587e-06,-2.94945931570479e-06
MZ,right,S4-D2,-3.53233936735682e-06,-1.46242104832817e-07
MZ,right,S4-D3,-4.79617527986384e-06,4.36688856351495e-06
MZ,right,S5-D3,-4.45772350018499e-06,2.72134667489027e-06
MZ,right,S3-D4,-1.50842424470156e-05,7.25712971157226e-06
MZ,right,S4-D4,1.00525045889413e-05,5.27156956738488e-07
MZ,right,S5-D4,-3.56071796189257e-06,3.31193873545273e-06
MZ,right,S8-D5,-7.68096403895728e-06,-6.53080512662169e-07
MZ,right,S6-D5,3.05293690944882e-06,1.97743205638034e-06
MZ,right,S7-D5,-6.37957917664811e-21,1.44508980095672e-21
MZ,right,S9-D6,5.07374520749457e-06,1.69514699073274e-06
MZ,right,S8-D6,-3.85794378940408e-06,-2.01545768522881e-06
MZ,right,S6-D6,-4.07583530132216e-07,-5.13786538064546e-06
MZ,right,S10-D7,2.48916214021368e-06,3.72423096396021e-06
MZ,right,S9-D7,2.05064330979384e-06,3.2290945721564e-07
MZ,right,S8-D7,-1.13214304801821e-05,1.27196740510446e-06
MZ,right,S10-D8,-5.42188420362684e-06,3.05318495948509e-06
MZ,right,S9-D8,-3.63250719214401e-05,-4.0787115678098e-06
SG,left,S1-D1,1.55015479383198e-06,4.93949897250793e-06
SG,left,S3-D1,1.22806954199098e-05,-6.31158056620484e-06
SG,left,S2-D1,-1.0873021181377e-20,1.79658842138971e-22
SG,left,S1-D2,-1.34198484766763e-05,6.99061202416171e-06
SG,left,S3-D2,1.41365278551051e-05,4.1329203741988e-06
SG,left,S4-D2,-7.27354862402519e-07,8.81300422503439e-06
SG,left,S4-D3,-5.1844712084618e-06,5.88587425134251e-06
SG,left,S5-D3,-7.65766831111862e-06,3.87729059276574e-06
SG,left,S3-D4,1.40433936199789e-05,3.8850887670445e-06
SG,left,S4-D4,-2.21575072420573e-05,8.24122982886607e-06
SG,left,S5-D4,-7.44552821636989e-06,3.61589890297927e-06
SG,left,S8-D5,-1.47646985896852e-05,6.70177952473042e-07
SG,left,S6-D5,-3.84584414234156e-06,-2.52009477550287e-06
SG,left,S7-D5,-1.73653258106172e-20,-1.17403714757253e-21
SG,left,S9-D6,-8.41951762451989e-06,2.65989786128642e-06
SG,left,S8-D6,-6.68839108974465e-06,1.73645561857214e-06
SG,left,S6-D6,1.35996746611786e-06,2.84162954081088e-06
SG,left,S10-D7,-1.23713050552419e-05,1.10887856066478e-06
SG,left,S9-D7,-9.611148936622e-07,2.07314079390922e-06
SG,left,S8-D7,1.51470081893916e-05,1.51638182864213e-05
SG,left,S10-D8,-2.19958015252774e-05,4.44344686631578e-06
SG,left,S9-D8,-2.05980842608824e-05,-1.39108533276625e-05
SG,right,S1-D1,-8.10780711052404e-06,-3.10641595730304e-06
SG,right,S3-D1,-1.38954770289033e-05,5.43522127696136e-06
SG,right,S2-D1,-1.05155415431454e-20,5.74470637644589e-22
SG,right,S1-D2,1.29810820682816e-05,-2.59775825392894e-06
SG,right,S3-D2,-2.76978919744531e-05,-1.30301643891789e-06
SG,right,S4-D2,-1.00523109902987e-05,1.00836541340616e-05
SG,right,S4-D3,-4.03832424935245e-06,3.21475240625723e-06
SG,right,S5-D3,-6.0278305211759e-06,2.44803936429471e-07
SG,right,S3-D4,-1.79292635678983e-05,3.1793565972309e-06
SG,right,S4-D4,-7.78071848537319e-06,7.72907593465452e-06
SG,right,S5-D4,-1.41080031029532e-05,1.67935805122281e-06
SG,right,S8-D5,-3.36227061023585e-06,-2.02639689191795e-06
SG,right,S6-D5,-9.30318080027218e-07,2.41048661288623e-06
SG,right,S7-D5,-4.58007162727695e-21,8.62056070898277e-21
SG,right,S9-D6,4.6649550059823e-06,-3.19922404548081e-06
SG,right,S8-D6,-1.44102385029854e-05,5.63467580879471e-06
SG,right,S6-D6,7.42048089451052e-06,1.27768302431904e-05
SG,right,S10-D7,-2.9085726659717e-06,1.84947168332015e-06
SG,right,S9-D7,7.56077953892846e-06,1.16952051543e-07
SG,right,S8-D7,1.08087355563298e-06,1.29694866239397e-05
SG,right,S10-D8,1.13447812239506e-05,8.50107261894899e-06
SG,right,S9-D8,8.70119897693094e-06,2.59525575867545e-06
SM,left,S1-D1,-2.53161209682606e-06,-1.5751279894982e-05
SM,left,S3-D1,-1.58995919438051e-05,7.47573713768005e-06
SM,left,S2-D1,-1.41633027334643e-21,6.44732751905908e-21
SM,left,S1-D2,-2.30641118854846e-08,2.4633097350409e-06
SM,left,S3-D2,-7.90512420474102e-06,9.81840458722213e-06
SM,left,S4-D2,8.35975883478875e-06,-3.36228030194475e-06
SM,left,S4-D3,3.19193126453589e-05,-1.01725549719374e-05
SM,left,S5-D3,2.74426825362019e-05,-5.95669939920957e-06
SM,left,S3-D4,-9.23508378712903e-06,3.02777846841831e-06
SM,left,S4-D4,3.2074632056489e-05,-2.64862100836099e-05
SM,left,S5-D4,-4.58907301734983e-06,-2.50348367612296e-06
SM,left,S8-D5,-6.42270030254079e-06,-6.98437453498224e-06
SM,left,S6-D5,-1.27780536891085e-05,1.24575115425628e-05
SM,left,S7-D5,-1.45930191138449e-20,-4.60286014858912e-21
SM,left,S9-D6,-3.41228129904109e-06,2.58446548479276e-06
SM,left,S8-D6,-1.5963944188831e-05,2.36906670611685e-06
SM,left,S6-D6,3.96833057159146e-06,2.14256392705332e-06
SM,left,S10-D7,1.37818389889076e-05,6.34085125821236e-07
SM,left,S9-D7,-1.45830874423735e-05,7.13725369621845e-06
SM,left,S8-D7,1.03050397994655e-06,2.47255926225558e-06
SM,left,S10-D8,3.37017766536989e-05,-1.23380636891467e-06
SM,left,S9-D8,2.74637045059988e-05,-6.75904376728914e-06
SM,right,S1-D1,-1.65886017004953e-05,-1.20479075414403e-05
SM,right,S3-D1,-4.60347010515988e-05,-3.62621647079683e-05
SM,right,S2-D1,1.1695567546004e-20,4.65849630305302e-21
SM,right,S1-D2,-1.27929875541935e-05,-6.54072520187795e-07
SM,right,S3-D2,-2.08078420972733e-05,3.6533595917724e-06
SM,right,S4-D2,3.67626868739739e-06,-5.76156634395338e-06
SM,right,S4-D3,3.35932274039219e-05,-1.27331433173533e-05
SM,right,S5-D3,5.1646478832288e-05,-5.92658483533308e-06
SM,right,S3-D4,-5.44560156494767e-06,4.62808632924908e-06
SM,right,S4-D4,3.01437051568706e-05,-3.03595654743885e-05
SM,right,S5-D4,2.69594936661775e-05,-6.31842040881111e-06
SM,right,S8-D5,-9.64923210010649e-06,-2.1620117042681e-07
SM,right,S6-D5,-7.65168949317536e-06,-8.49182189093897e-07
SM,right,S7-D5,1.02055331416508e-20,-1.78620275315879e-21
SM,right,S9-D6,-4.6472191240723e-06,6.74198107178091e-06
SM,right,S8-D6,-3.02707402728943e-05,1.13343259467797e-05
SM,right,S6-D6,2.87139659156665e-05,6.82093875363802e-06
SM,right,S10-D7,1.77935050650551e-06,-1.02463576774772e-05
SM,right,S9-D7,-2.22034136550132e-05,-1.91526253454294e-07
SM,right,S8-D7,-2.55847742407396e-05,1.14097186887689e-05
SM,right,S10-D8,4.00605062741399e-05,-1.30052197625863e-05
SM,right,S9-D8,3.11413404418433e-05,-1.01515450526381e-05
