PID,Cond,Ch,HbO_beta,HbR_beta
KK,left,S3-D1,3.72474848649328e-06,2.5160909259388e-05
KK,left,S2-D1,-9.31480909453227e-21,-3.71487067885073e-21
KK,left,S1-D2,-2.71246255840562e-05,9.59097630638259e-07
KK,left,S3-D2,1.76640225743596e-05,2.28214468136345e-06
KK,left,S4-D2,6.58576875906211e-06,-5.73176850886549e-06
KK,left,S4-D3,1.04304128362622e-05,-2.24128916886631e-06
KK,left,S5-D3,1.04584603596311e-05,-6.07475898435931e-06
KK,left,S3-D4,-1.46392866397093e-05,7.81867439419075e-06
KK,left,S4-D4,6.22501625902829e-06,-1.77945974772212e-06
KK,left,S5-D4,7.32851665837156e-06,-2.90316921922988e-06
KK,left,S8-D5,2.78311479798374e-05,-2.65836797117197e-06
KK,left,S6-D5,1.29736964149189e-05,-1.1515048195069e-05
KK,left,S7-D5,-3.2480014170757e-21,4.26331793079741e-22
KK,left,S9-D6,1.32074274488418e-05,7.35982117412212e-07
KK,left,S8-D6,3.31306638098328e-05,4.12095031935706e-06
KK,left,S6-D6,8.54195285539014e-06,5.90957767093375e-07
KK,left,S10-D7,-8.02795850750187e-06,4.02749973829653e-06
KK,left,S9-D7,1.93937565667699e-05,-7.70142743518868e-06
KK,left,S8-D7,8.67197711042955e-06,3.1850655161082e-06
KK,left,S10-D8,-8.82943970639835e-06,1.98463013975568e-06
KK,left,S9-D8,1.91531259303321e-05,-1.35913686133672e-06
KK,right,S1-D1,9.37000221987608e-06,-1.74320386870894e-05
KK,right,S3-D1,-9.74733640550899e-06,1.302710911457e-05
KK,right,S2-D1,-3.0863090197453e-21,-1.16976170406673e-20
KK,right,S1-D2,2.28566150776675e-05,1.54544864867988e-06
KK,right,S3-D2,9.86156058105239e-07,1.22416700541911e-06
KK,right,S4-D2,6.02311298161671e-06,7.12468218447524e-06
KK,right,S4-D3,6.76008006808113e-06,4.85355470166847e-06
KK,right,S5-D3,-1.58016003301537e-06,2.10915049713496e-06
KK,right,S3-D4,6.33915001712401e-06,5.44934636304395e-06
KK,right,S4-D4,-1.17811651814924e-06,4.35591366112388e-06
KK,right,S5-D4,2.17333417069079e-06,3.21959454270467e-06
KK,right,S8-D5,-1.01123444782247e-05,-2.27838753312375e-06
KK,right,S6-D5,-4.86747702396539e-06,6.83986039862438e-06
KK,right,S7-D5,-4.31796366915002e-21,4.56612177754088e-23
KK,right,S9-D6,9.90257605628343e-06,1.03972574427222e-06
KK,right,S8-D6,-9.00530078017755e-07,1.50515912035802e-06
KK,right,S6-D6,8.86974710854534e-06,3.90746552681617e-06
KK,right,S10-D7,1.5127464884785e-05,3.48064101774299e-06
KK,right,S9-D7,1.45089811019274e-05,2.00231580277198e-06
KK,right,S8-D7,-6.60700607247667e-06,3.45551264372898e-06
KK,right,S10-D8,1.56839987624339e-05,2.4380087269951e-07
KK,right,S9-D8,1.43186290500327e-05,1.12903894938605e-06
KK,left,S1-D1,2.48280826934326e-05,-1.00187003676473e-05
KK,left,S3-D1,-7.88021263187912e-06,-2.09669073681075e-06
KK,left,S2-D1,1.43052920614465e-20,3.43998185495263e-21
KK,left,S1-D2,1.77125220052569e-05,2.49972398339154e-06
KK,left,S3-D2,-6.45342337322147e-05,1.46450351485166e-05
KK,left,S4-D2,1.41094818488352e-05,3.43682224642191e-06
KK,left,S4-D3,-1.25958642468624e-05,2.02381809786564e-06
KK,left,S5-D3,-7.32638858018778e-06,4.31270066950592e-06
KK,left,S3-D4,-1.59228188597926e-05,-3.82602154142435e-06
KK,left,S4-D4,4.27184658634668e-06,-9.78818102722792e-06
KK,left,S5-D4,1.01872152738293e-05,-8.10555003949203e-07
KK,left,S8-D5,-1.32253493144895e-05,-1.93762122141008e-06
KK,left,S6-D5,-3.91741679070565e-05,1.09393237543476e-06
KK,left,S7-D5,4.59639890970507e-21,1.68724528110385e-21
