PID,Cond,Ch,HbO_beta,HbR_beta
KK,left,S9-D6,7.68738390519233e-06,7.62674861801584e-06
KK,left,S8-D6,-1.28403742058098e-05,9.16116407180486e-06
KK,left,S6-D6,5.17291342501564e-06,-3.78402099271917e-06
KK,left,S10-D7,-5.27731250538118e-06,3.91173902129662e-06
KK,left,S9-D7,-5.54644222449786e-06,-5.398223156541e-06
KK,left,S8-D7,-2.57018337074196e-05,-3.81050313036767e-07
KK,left,S10-D8,-7.34176483103126e-06,8.89480815945523e-06
KK,left,S9-D8,-3.73922984600156e-05,-6.61900349930799e-07
KK,right,S1-D1,7.13047007033395e-06,-1.09931650448009e-05
KK,right,S3-D1,-1.56908755710371e-05,-3.34316390822749e-06
KK,right,S2-D1,9.62302547104007e-21,1.75773634902536e-21
KK,right,S1-D2,1.61219247057736e-05,3.58970267097857e-07
KK,right,S3-D2,-5.09431397008895e-05,1.16705239542119e-05
KK,right,S4-D2,2.5572048848738e-05,6.11298922818622e-06
KK,right,S4-D3,-7.16755533492556e-06,-1.16697413984807e-06
KK,right,S5-D3,1.4294781440963e-05,-6.22240470249829e-06
KK,right,S3-D4,-9.8244905043504e-06,-2.57161185935385e-06
KK,right,S4-D4,9.16932957685286e-06,-8.68281560027908e-06
KK,right,S5-D4,2.34499570922693e-05,1.29471092385233e-06
KK,right,S8-D5,-2.09567448858426e-06,3.40730702134034e-06
KK,right,S6-D5,2.36474220171445e-05,1.00273008163455e-05
KK,right,S7-D5,5.16020619826548e-21,5.51512266975422e-22
KK,right,S9-D6,2.50862236115641e-05,3.96895659412487e-06
KK,right,S8-D6,1.57748884321107e-05,4.53022310420057e-06
KK,right,S6-D6,1.91145650712718e-05,-5.62510741487143e-06
KK,right,S10-D7,1.17455205649988e-05,-2.57062024309329e-07
KK,right,S9-D7,1.33895890797092e-05,-1.42693352358793e-06
KK,right,S8-D7,1.18308674239808e-05,5.59152974395664e-06
KK,right,S10-D8,3.12269885478376e-05,7.36390872618654e-06
KK,right,S9-D8,-1.1158554735441e-05,1.24058999027689e-08
KW,left,S1-D1,-2.65574415955929e-06,2.28396475632077e-07
KW,left,S3-D1,-1.1068787490991e-05,-2.88600367882958e-06
KW,left,S2-D1,-1.99842351894772e-21,2.7263552635136e-21
KW,left,S1-D2,-5.26615301604217e-07,-7.21140684018463e-07
KW,left,S3-D2,2.5788448695007e-06,-2.39074578662551e-06
KW,left,S4-D2,-1.07827695955224e-06,-3.05038477278906e-06
KW,left,S4-D3,-9.57802834748067e-06,6.3956837700672e-08
KW,left,S5-D3,-3.59181853595319e-06,1.90212051154126e-06
KW,left,S3-D4,-1.93496325896683e-06,-3.09554422396683e-06
KW,left,S4-D4,-1.65636740031933e-06,-1.87681000939865e-06
KW,left,S5-D4,-4.87095950224038e-06,-3.77077409125097e-08
KW,left,S8-D5,1.56236924747633e-06,2.60847526384723e-06
KW,left,S6-D5,-2.88911728394213e-06,-6.39800591934992e-07
KW,left,S7-D5,-5.62301700442108e-21,-2.67357919313343e-21
KW,left,S9-D6,8.45141935909575e-06,-4.13462177545862e-06
KW,left,S8-D6,6.30023147072554e-06,-1.34349440470652e-06
KW,left,S6-D6,-3.72678809034314e-06,-2.84285135217441e-06
KW,left,S10-D7,-1.27823441671578e-05,-5.57858632050129e-06
KW,left,S9-D7,-5.88699902393581e-07,-2.85421642608175e-06
KW,left,S8-D7,-6.44458734943176e-06,-1.43172873827473e-06
KW,left,S10-D8,-1.384171606758e-05,-5.03576281451315e-06
KW,left,S9-D8,-1.38909949455201e-05,1.850683143112e-07
KW,right,S1-D1,-1.02025701058887e-05,4.57310681724959e-07
KW,right,S3-D1,-1.53980420961525e-05,-1.73387674838358e-06
KW,right,S2-D1,-1.2622848615481e-21,-1.75904860388119e-21
KW,right,S1-D2,-7.67880881711205e-06,-1.35086036406915e-06
KW,right,S3-D2,-1.92035151292739e-06,1.99746574243814e-07
KW,right,S4-D2,1.20352205560243e-07,-2.67888246323651e-06
KW,right,S4-D3,3.38896060968217e-06,-8.11465667532783e-07
KW,right,S5-D3,-6.5457520313263e-06,1.82966904882028e-07
KW,right,S3-D4,7.29194166698046e-08,-2.18811352295768e-06
KW,right,S4-D4,9.72815566592699e-07,-2.99452223983444e-06
KW,right,S5-D4,-7.09625064815871e-06,-1.90184756843772e-06
KW,right,S8-D5,-8.81054335286302e-06,4.27310889255096e-06
KW,right,S6-D5,-8.04907856080052e-06,-2.34728158726463e-07
KW,right,S7-D5,-1.85118181842513e-21,-4.9404393731633e-21
KW,right,S9-D6,7.10053613177559e-06,-4.25636188480387e-06
KW,right,S8-D6,-3.23332482657949e-07,-8.21845041408862e-07
KW,right,S6-D6,-5.96702363568253e-06,-4.11908654862058e-06
KW,right,S10-D7,2.41109720227757e-06,-4.0266651419229e-06
KW,right,S9-D7,3.34553819816802e-06,-3.27382335612233e-06
KW,right,S8-D7,-4.91119525200729e-06,5.19197215392036e-07
KW,right,S10-D8,3.57823249313977e-06,-3.98451404006544e-06
KW,right,S9-D8,-4.43190477445204e-06,1.20128262440921e-06
MJ,left,S1-D1,0.000695769170957758,4.95093262638923e-05
MJ,left,S3-D1,8.68121355124578e-05,0.000578914811238974
MJ,left,S2-D1,-6.95762824008309e-20,2.72196731807927e-20
MJ,left,S1-D2,0.000363226096733421,4.51769768820977e-05
MJ,left,S3-D2,-0.000138933933574311,0.000287693454404624
MJ,left,S4-D2,0.000493094909049091,-0.00012146397979297
MJ,left,S4-D3,0.000148459306414386,-6.48163524957886e-05
MJ,left,S5-D3,-9.27788996851145e-06,1.2692371607343e-05
MJ,left,S3-D4,-0.000166944675356855,0.000105055237068654
MJ,left,S4-D4,0.000381547631519787,-6.17012102819336e-05
MJ,left,S5-D4,-0.000117921445248341,0.000148880595801132
MJ,left,S8-D5,0.000424551646269722,7.74164437410509e-06
MJ,left,S6-D5,0.000325378270824869,0.000345444822974807
MJ,left,S7-D5,2.38730008540549e-21,8.36903951561975e-21
MJ,left,S9-D6,0.000196545436902807,0.000109481706805575
MJ,left,S8-D6,0.000317833070597,0.000107771739913033
MJ,left,S6-D6,0.000324135470017759,-5.15423129555453e-05
MJ,left,S10-D7,-0.000411934264535742,-0.000154689485375469
MJ,left,S9-D7,0.00019656908397963,1.98857976462862e-05
MJ,left,S8-D7,0.000397194992325521,0.000101589103311134
MJ,left,S10-D8,-7.25118330308459e-05,-2.95402652467052e-05
MJ,left,S9-D8,0.000115143294944993,-7.75061933575159e-05
MJ,right,S1-D1,0.000718096368889518,5.39521960404163e-05
MJ,right,S3-D1,6.80409046167637e-05,0.00059924254332829
MJ,right,S2-D1,-6.5871934672211e-20,2.49476911611793e-20
MJ,right,S1-D2,0.0003538221666547,7.95628209717149e-05
MJ,right,S3-D2,-0.000154370245563298,0.000330961194523604
MJ,right,S4-D2,0.000476298718782255,-0.000124340338314483
MJ,right,S4-D3,0.000133734074415047,-7.10287798566834e-05
MJ,right,S5-D3,-2.9073194411905e-05,6.79531899200266e-06
MJ,right,S3-D4,-0.00015531130265942,0.000131059848941174
MJ,right,S4-D4,0.00037931146248501,-7.05719588124219e-05
MJ,right,S5-D4,-0.000107836279539295,0.000166383064403611
MJ,right,S8-D5,0.000446091952255969,-4.01843433938053e-06
MJ,right,S6-D5,0.00033676892709475,0.000354474920337219
MJ,right,S7-D5,-7.35793772344712e-22,6.58391294820386e-21
MJ,right,S9-D6,0.000208554112025471,0.000114118946345018
MJ,right,S8-D6,0.000334536792290646,9.714709426401e-05
MJ,right,S6-D6,0.000353015795960991,-5.32057373007894e-05
MJ,right,S10-D7,-0.000397136786608623,-0.000140203841589124
MJ,right,S9-D7,0.000198502073913636,9.50306652939733e-06
MJ,right,S8-D7,0.000432820884245632,8.90189833987258e-05
MJ,right,S10-D8,-7.73939195193696e-05,-1.88376365054738e-05
MJ,right,S9-D8,9.52583020647048e-05,-6.17604702063543e-05
MZ,left,S1-D1,-1.47390897913989e-06,5.32612421073748e-06
MZ,left,S3-D1,-5.66707370666368e-06,3.62232897653939e-06
MZ,left,S2-D1,6.50877829802932e-21,9.14708606430956e-22
MZ,left,S1-D2,-1.37642510983706e-05,4.21045364765291e-06
MZ,left,S3-D2,-1.51269689601366e-05,-1.32976866318093e-06
MZ,left,S4-D2,-1.2981372018515e-05,3.78146612328839e-06
MZ,left,S4-D3,-1.4990028483592e-05,3.30983213195802e-06
MZ,left,S5-D3,6.76720200759051e-07,-9.62776223755387e-07
MZ,left,S3-D4,-2.29840748849177e-05,3.1843686843728e-06
MZ,left,S4-D4,-1.55078524529777e-05,4.43118001298244e-06
MZ,left,S5-D4,-8.81416525840996e-06,-2.6698164923738e-06
MZ,left,S8-D5,-5.33384231581759e-06,3.57136306165312e-06
MZ,left,S6-D5,-2.86570641228626e-06,2.65597983143123e-06
MZ,left,S7-D5,-2.17140899711838e-22,-2.67805722291556e-21
MZ,left,S9-D6,-5.31264644091856e-06,6.27324224504567e-07
MZ,left,S8-D6,-7.81231969722838e-06,2.11747753251444e-06
MZ,left,S6-D6,-3.70669385485827e-06,-7.03769033640071e-06
MZ,left,S10-D7,-1.38283389293047e-05,-1.87928874390216e-06
MZ,left,S9-D7,-6.10056960387787e-06,8.85359321378588e-07
MZ,left,S8-D7,-1.89170948895723e-05,-2.46514545334568e-06
MZ,left,S10-D8,-6.48010592580679e-07,8.01703606684284e-07
MZ,left,S9-D8,-3.24219340449649e-05,-9.98716481670782e-06
MZ,right,S1-D1,-2.19139827085103e-06,3.79749452337734e-06
MZ,right,S3-D1,-2.21387757590571e-06,-6.2044724197152e-09
MZ,right,S2-D1,9.54751331070186e-21,1.19537397441492e-21
MZ,right,S1-D2,-7.41271595612563e-06,3.19704080609602e-06
MZ,right,S3-D2,-1.55607234331377e-05,-2.65244748764694e-06
MZ,right,S4-D2,-1.05591932502008e-05,4.95600742576237e-06
MZ,right,S4-D3,-1.62931795240562e-05,3.35436159256735e-06
MZ,right,S5-D3,-6.41699692801887e-07,-4.48115354159925e-07
MZ,right,S3-D4,-1.96667438128371e-05,3.98967118022536e-06
MZ,right,S4-D4,-7.36459095167415e-06,4.43247537457985e-06
MZ,right,S5-D4,-4.54604730280494e-06,-5.23869345677724e-07
MZ,right,S8-D5,-3.89945575573941e-06,2.5667901182541e-06
MZ,right,S6-D5,-1.26254770998072e-06,8.45381248588781e-07
MZ,right,S7-D5,4.95713189444709e-21,-3.37697432516291e-21
MZ,right,S9-D6,-2.76561400519827e-06,2.42022329851876e-06
MZ,right,S8-D6,-1.24805630052802e-06,1.19964001955363e-06
MZ,right,S6-D6,3.51321329894692e-06,-5.08345073729287e-06
MZ,right,S10-D7,-7.26738088931536e-06,-6.53279690731613e-07
MZ,right,S9-D7,-6.44281640994186e-06,6.33597491979026e-07
MZ,right,S8-D7,-1.63270429336595e-05,-2.47452380017578e-06
MZ,right,S10-D8,-3.21195869469784e-06,7.03088359218381e-07
MZ,right,S9-D8,-4.25811871811833e-05,-5.01547854280358e-06
SG,left,S1-D1,1.73640947573702e-05,7.48179723844128e-06
SG,left,S3-D1,4.23512297482699e-05,-3.52265134153556e-06
SG,left,S2-D1,1.42024901867857e-20,2.59847054483957e-21
SG,left,S1-D2,4.223327797829e-05,1.0355008499814e-05
SG,left,S3-D2,3.22997006988814e-05,2.87808786609903e-06
SG,left,S4-D2,2.95613358248811e-05,4.71834244116005e-06
SG,left,S4-D3,-1.53612985894649e-05,3.15340571235266e-06
SG,left,S5-D3,1.93052395288705e-05,6.49522467556699e-06
SG,left,S3-D4,3.40469261270862e-05,6.01843901263578e-06
SG,left,S4-D4,-1.89575343991735e-06,8.09417282028673e-06
SG,left,S5-D4,1.76107304074745e-05,8.07326525763302e-06
SG,left,S8-D5,1.92901425542992e-05,6.75267909994743e-06
SG,left,S6-D5,1.29074987991922e-05,1.07395257935319e-05
SG,left,S7-D5,-2.5702133625874e-20,1.95513176027974e-21
SG,left,S9-D6,-7.30207968032303e-06,5.64839522105527e-06
SG,left,S8-D6,1.24542764752385e-05,5.24656466865612e-06
SG,left,S6-D6,2.17769469867378e-05,-1.09841559723548e-06
SG,left,S10-D7,1.42620759760494e-05,1.05703119476298e-05
SG,left,S9-D7,-5.07187294776868e-06,6.67968266905128e-06
SG,left,S8-D7,1.82816046242402e-05,4.81603941583517e-06
SG,left,S10-D8,9.87345377811948e-06,7.53342228517926e-06
SG,left,S9-D8,-2.76943415461174e-05,-1.24169507490354e-05
SG,right,S1-D1,9.12028939559745e-06,3.73260782723879e-06
SG,right,S3-D1,1.18409588294429e-05,-6.31494024678266e-06
SG,right,S2-D1,1.83825761225191e-20,3.86934942862194e-21
SG,right,S1-D2,3.04068218408437e-05,4.3481346845352e-06
SG,right,S3-D2,-4.08285287293935e-06,-2.21510318486602e-06
SG,right,S4-D2,1.87793135644173e-05,5.0091989538744e-06
SG,right,S4-D3,-5.04870118283623e-06,1.87653563155147e-07
SG,right,S5-D3,1.39534864176772e-05,3.66923488174461e-06
SG,right,S3-D4,1.09794890750874e-05,1.62410277314595e-06
SG,right,S4-D4,6.5410566834327e-07,9.22160688041662e-06
SG,right,S5-D4,8.464289410457e-06,3.53818000240151e-06
SG,right,S8-D5,2.98605041377902e-05,4.5556452689809e-06
SG,right,S6-D5,1.97205701570817e-05,1.12029686039939e-05
SG,right,S7-D5,-1.96004780922829e-20,2.46774011962457e-21
SG,right,S9-D6,3.02061375226213e-07,9.61231490140975e-07
SG,right,S8-D6,7.91410197073513e-06,3.91512186368298e-06
SG,right,S6-D6,2.06810095270687e-05,1.34504811535573e-06
SG,right,S10-D7,1.36911263356783e-05,9.73400764961949e-06
SG,right,S9-D7,-5.26662674657501e-07,4.97654373117519e-06
SG,right,S8-D7,1.89156460167709e-05,-3.54862232838742e-06
SG,right,S10-D8,1.737469027252e-05,8.67758689795941e-06
SG,right,S9-D8,-7.90724145961255e-06,-9.94282284249018e-06
SM,left,S1-D1,-0.000273003728459674,9.55438864535958e-05
SM,left,S3-D1,-6.12618989965429e-05,0.000232846185654617
SM,left,S2-D1,-7.0153854824924e-21,-4.57372321920308e-20
SM,left,S1-D2,2.23069281928813e-05,4.16809567494835e-05
SM,left,S3-D2,-0.000124039335954137,-5.19854771885235e-05
SM,left,S4-D2,-0.000106059879586259,2.51863854334764e-05
SM,left,S4-D3,-0.000200884713589462,2.32170322297662e-05
SM,left,S5-D3,-0.000105091744269374,-5.73350920519919e-05
SM,left,S3-D4,-0.000144104718814449,-1.93488803695703e-05
SM,left,S4-D4,-3.68981647158457e-05,2.25010415498287e-05
SM,left,S5-D4,-0.000146288246486003,-6.60742385918517e-05
SM,left,S8-D5,-1.71454699739568e-05,-1.34988057622152e-05
SM,left,S6-D5,3.20562343888657e-05,1.94851330450998e-05
SM,left,S7-D5,5.06749500815168e-20,5.11159086492293e-20
SM,left,S9-D6,-0.000142129001431545,-2.34262245939092e-05
SM,left,S8-D6,-0.00013887847711044,-1.11067604757668e-05
SM,left,S6-D6,-8.29718112626524e-05,6.91204889224689e-06
SM,left,S10-D7,4.1567849346861e-06,3.38486692573746e-05
SM,left,S9-D7,-7.24410766409036e-05,-4.28929747054171e-06
SM,left,S8-D7,-8.17879120781756e-05,2.05677081286101e-05
SM,left,S10-D8,-0.000115145909498349,1.42272411648838e-05
SM,left,S9-D8,-0.000191816277388377,-0.000154294941167687
SM,right,S1-D1,-0.000277986724938696,9.31532323565337e-05
SM,right,S3-D1,-9.3308624751545e-05,0.000218521049790553
SM,right,S2-D1,-3.32560278957512e-21,-4.8190890186402e-20
SM,right,S1-D2,5.03648020383558e-06,3.44858983023514e-05
SM,right,S3-D2,-0.000143790867048114,-5.44585319606907e-05
SM,right,S4-D2,-0.000107940292849011,2.55536787734143e-05
SM,right,S4-D3,-0.000207513230605336,2.12676151268625e-05
SM,right,S5-D3,-9.24215705492271e-05,-5.84377750134775e-05
SM,right,S3-D4,-0.000153829388319421,-2.31504409622853e-05
SM,right,S4-D4,-3.65604026383731e-05,2.36950110364044e-05
SM,right,S5-D4,-0.000141922348769528,-6.90938800869619e-05
SM,right,S8-D5,-1.13825431701168e-05,-9.37943356123641e-06
SM,right,S6-D5,4.34589001456499e-05,9.33715184276689e-06
SM,right,S7-D5,4.98927317583628e-20,5.11620320519222e-20
SM,right,S9-D6,-0.00014225083649006,-2.21535106632674e-05
SM,right,S8-D6,-0.000139687978113889,-8.6317915500626e-06
SM,right,S6-D6,-7.11617535476544e-05,7.79698549018582e-06
SM,right,S10-D7,3.79472768553794e-07,2.75481955109141e-05
SM,right,S9-D7,-7.11164601207721e-05,-7.20530193606368e-06
SM,right,S8-D7,-9.47952135965303e-05,1.7311402256332e-05
SM,right,S10-D8,-0.000110537703624404,8.40002406449369e-06
SM,right,S9-D8,-0.00018209977007884,-0.000158970481431889
